question_id,question,ideal_answer,topic,difficulty
SQL022,"What is a recursive CTE, and what are its two foundational structural query components?","A recursive CTE solves hierarchical or graph data queries. It consists of an Anchor Member that executes first to establish a base result, followed by a Recursive Member joined via UNION ALL that references the CTE itself.",SQL,Hard
SQL023,Explain how a database engine uses a Hash Join versus a Loop Join during execution optimization.,"A Nested Loop Join compares every row of an outer table to every row of an inner table, ideal for small datasets. A Hash Join builds an in-memory hash table of the smaller table and probes it with the larger table, optimal for large unsorted datasets.",SQL,Hard
SQL024,Describe the exact difference between optimistic and pessimistic locking strategies.,"Pessimistic locking immediately locks records upon reading to prevent any concurrent modifications until completion. Optimistic locking does not lock records during read, but checks for version changes at commit time, failing if updated.",SQL,Hard
SQL025,"What is database sharding, and how does it differ fundamentally from horizontal partitioning?",Horizontal partitioning splits rows of a single table across multiple local storage spaces within one database instance. Sharding distributes those rows across entirely separate physical database servers and hardware units.,SQL,Hard
SQL026,Explain the write-ahead logging (WAL) protocol and how it ensures database atomicity and durability.,"WAL mandates that all modifications must be recorded in a persistent, non-volatile log on disk before the actual database page changes are written to data files, allowing recovery states during a crash.",SQL,Hard
SQL027,Describe the specific performance pitfall of using a correlated subquery with an 'EXISTS' clause versus an outer join with a null check.,"An EXISTS correlated subquery may evaluate repeatedly for every outer row (RBAR processing) if optimization fails. An outer join allows the optimizer to perform a bulk Hash Join or Merge Join, processing the data in a set-based manner.",SQL,Hard
SQL028,"What is a covering index, and how does it prevent the database from performing a key lookup operation?",A covering index contains all the columns referenced in a SELECT query (both in WHERE and SELECT clauses). This allows the query engine to retrieve all requested data directly from the index tree without reading base table rows.,SQL,Hard
SQL029,Explain the transactional anomaly known as 'Write Skew' and which isolation level is required to prevent it.,"Write Skew occurs when two concurrent transactions read overlapping data, satisfy a business rule, and make updates that break the rule collectively. It occurs in Snapshot Isolation and requires Serializable isolation to prevent.",SQL,Hard
SQL030,How do materialized views differ from standard views regarding storage and performance overhead?,"A standard view is a virtual query definition that executes fresh every time it is called. A materialized view pre-computes and physically saves its query results to disk, speeding up read performance but adding overhead during writes.",SQL,Hard
DBMS001,What is a database management system (DBMS) and what is its primary purpose?,"A DBMS is software used to store, manage, and retrieve data efficiently while ensuring security and integrity. Its primary purpose is to provide a systematic way to create, retrieve, update, and manage data.",DBMS,Easy
